split,image_id,orig_width,orig_height,crop_x1,crop_y1,crop_x2,crop_y2,crop_width,crop_height,crop_status,old_label_count,new_label_count,dropped_label_count
train,5f9a32735db9ecec06a567d561ff0a37,1609,2048,848,0,1609,1781,761,1781,ok,0,0,0
train,5fc2b7ae0d14bcb0bc542690ff32b5f0,1630,2048,1030,283,1630,1654,600,1371,ok,0,0,0
train,5fed797aa63c8200f5d4bd055f18401b,1630,2048,951,335,1630,1544,679,1209,ok,0,0,0
train,5ffb318b2336992f7b0e09d1afdd212f,1630,2048,0,214,598,2048,598,1834,ok,0,0,0
train,60039396132c05c8fccb6ad4c4a2a8b7,1630,2048,1098,0,1630,1463,532,1463,ok,0,0,0
train,601c1dccfcfa0ddd302fb7abf691386c,1630,2048,1082,0,1630,1673,548,1673,ok,0,0,0
train,6057b80f4f3e7d18f2bac341f7a64e07,1630,2048,0,308,592,1644,592,1336,ok,1,1,0
train,609c1a1836fc1cbc227728156418720a,1630,2048,1112,0,1630,1484,518,1484,ok,0,0,0
train,60d96db2974378fb395f99597e1a8959,1630,2048,0,265,543,1628,543,1363,ok,0,0,0
train,60e81ff78836bc1cadfb0bb97d5b53b3,1630,2048,1104,258,1630,1609,526,1351,ok,0,0,0
train,611b1780b56340f0d3072c2a09967088,1465,2048,755,0,1465,1680,710,1680,ok,1,1,0
train,613b5e93cf7503b69d32b607c5fb878c,1630,2048,1113,0,1630,1692,517,1692,ok,0,0,0
train,6170c92acc7a1e491d3e154ac28faf92,1465,2048,0,71,638,2048,638,1977,ok,0,0,0
train,61a95e8381bf91342162160976f0762b,1630,2048,0,0,479,1912,479,1912,ok,0,0,0
train,6266ffa44d75d2edc9d3c725b20b6d49,1465,2048,592,0,1465,1900,873,1900,ok,2,2,0
train,626bc8c9ca452145d362331ba443ad2b,1630,2048,0,303,535,1570,535,1267,ok,0,0,0
train,626d9144ab105af67e6ab1b00397531a,1465,2048,0,0,820,2048,820,2048,ok,1,1,0
train,62707e7e7c47bf3fa9771914babb2d35,1630,2048,986,0,1630,1627,644,1627,ok,0,0,0
train,62920323da267f6a7c30adf394aa05c4,1630,2048,0,0,737,2040,737,2040,ok,0,0,0
train,62a75e0ea282da6d3d2d3d58586eb054,1465,2048,480,40,1465,1969,985,1929,ok,0,0,0
train,62bc0c3735b87acc2c86f5c80497149b,1630,2048,0,0,540,2048,540,2048,ok,3,3,0
train,62bee7e64437d079c4cccf0b5293240f,1630,2048,0,0,529,1623,529,1623,ok,1,1,0
train,62cbcf22d1f888505a2e9a67a654f749,1630,2048,0,341,398,1538,398,1197,ok,0,0,0
train,62f8a16b3e780f015c1ba48c7c98f184,1630,2048,1104,0,1630,1603,526,1603,ok,1,1,0
train,633b5f53e56b748d9a0025dcd9d48819,1630,2048,0,450,663,1816,663,1366,ok,0,0,0
train,636cb56c0cc5ff8fb28c0d507f25f5e0,1465,2048,871,68,1465,1724,594,1656,ok,0,0,0
train,63857e01d707240c042dd951cffb43de,1630,2048,0,0,560,1666,560,1666,ok,1,1,0
train,63a33261216a0e89e41e92fe6e97c511,1630,2048,847,0,1630,1518,783,1518,ok,0,0,0
train,63e191a5f5f4c92b9cb224916003d641,1630,2048,1038,0,1630,1433,592,1433,ok,0,0,0
train,63f4053da6b026f6b58b159fdf79b6ab,1609,2048,0,0,665,1697,665,1697,ok,1,1,0
train,63fe555f196dada8d3f72aa60808c61d,1500,2048,0,165,471,1513,471,1348,ok,0,0,0
train,642e3c4fc9781baacd965a5d6b5d6f1f,1630,2048,1068,100,1630,1498,562,1398,ok,1,1,0
train,64407b85c4d7eb2774ed48fc009e4946,1630,2048,1000,10,1630,1517,630,1507,ok,0,0,0
train,64651df40e6053426bfc038208adcc45,1630,2048,1136,0,1630,2048,494,2048,ok,0,0,0
train,646a8026c7980f5bc53fa0934a9a6e9d,1609,2048,0,227,740,1837,740,1610,ok,1,1,0
train,64d1ea4620875b22baa7592dd99503a5,1609,2048,885,0,1609,1863,724,1863,ok,0,0,0
train,64e88bc3716211bb2fc5dae3ca9e5b92,1630,2048,1222,205,1630,1385,408,1180,ok,1,1,0
train,64e99947cfb282b5c17e447510317465,1630,2048,0,171,661,1531,661,1360,ok,1,1,0
train,64fdb492374ddfe9294ec558c3cf4fd9,1609,2048,0,73,591,1672,591,1599,ok,1,1,0
train,650394b6a96f4361b90153e5714fbcdb,1630,2048,1176,0,1630,1641,454,1641,ok,0,0,0
train,65051e476f2f4168e62fea74a72bf64f,1630,2048,970,66,1630,1589,660,1523,ok,0,0,0
train,650fa8b88dbd835ea6fe65afffdf46ae,1630,2048,0,0,502,1316,502,1316,ok,0,0,0
train,6587b6ecbcf196b298b5898f7ad4763b,1630,2048,0,0,482,1666,482,1666,ok,1,1,0
train,659d73c36bccfd3f6deef0f75e994542,1630,2048,0,339,616,1600,616,1261,ok,0,0,0
train,65b0ee3395e8012580aabe4298b8db29,1609,2048,1045,370,1609,1697,564,1327,ok,0,0,0
train,65ece004ffc7a5d3b472b0ff63c02680,1609,2048,1040,319,1609,1713,569,1394,ok,2,2,0
train,66a397f73dd5c7b4abf3e36b25a8bee8,1465,2048,750,0,1465,2010,715,2010,ok,0,0,0
train,66d5d94402456f664753ec443d077bf9,1630,2048,937,252,1630,1695,693,1443,ok,1,1,0
train,672403a328673f3449232545b85aaec8,1630,2048,1096,0,1630,1566,534,1566,ok,0,0,0
train,673d70ba894806521b0aa011916479e8,1465,2048,0,0,571,2048,571,2048,ok,0,0,0
train,673e2ee6dfb0c4165a7cfde1ba5a7f55,1465,2048,954,0,1465,2048,511,2048,ok,1,1,0
train,674679c0fd5dc201a2a72cd58b1f664d,1630,2048,1013,0,1630,1776,617,1776,ok,0,0,0
train,676b9f60a6624a63d87222b7258912ff,1630,2048,942,245,1630,1519,688,1274,ok,0,0,0
train,6770e08049264165b58c5f5ddcfd5b95,1630,2048,0,0,669,1666,669,1666,ok,1,1,0
train,679a6515593f9692eb6a622b7b6b0aa0,1465,2048,652,0,1465,2017,813,2017,ok,0,0,0
train,67dea0931fcb44269001390823579e2b,1630,2048,0,0,634,1434,634,1434,ok,0,0,0
train,67eba147095e0fb7cc0fb928c08a6fa0,1465,2048,921,0,1465,1909,544,1909,ok,1,1,0
train,686bb979adc67a0c946842558d2af25b,1630,2048,0,381,581,1744,581,1363,ok,0,0,0
train,686c9c4b3bd36755a0ba9fa3af3fcc64,1630,2048,0,371,577,1827,577,1456,ok,1,1,0
train,688ece496be02afd7ee4ed6e3d5ab036,1630,2048,0,0,574,2048,574,2048,ok,0,0,0
train,689d1143a98c1fe8d350b31390df9f44,1630,2048,1336,312,1630,1580,294,1268,ok,1,1,0
train,68d8e8224d734cc788f6f568cc7a68e6,1609,2048,997,0,1609,1832,612,1832,ok,0,0,0
train,68e4a2c85b46b78118fd2dac46a9afbb,1630,2048,0,0,479,1780,479,1780,ok,1,1,0
train,68f14d57f130a220be3e12843c7fe4e6,1465,2048,841,0,1465,2032,624,2032,ok,0,0,0
train,695df8c9911560d417ce15849bc24ccd,1546,2048,0,0,538,1642,538,1642,ok,0,0,0
train,695eb015c1143034838b1f25672d458a,1465,2048,0,10,720,1702,720,1692,ok,2,2,0
train,69654e22a33e3675540b2478c316748e,1630,2048,922,223,1630,1682,708,1459,ok,0,0,0
train,699122d9e279ec00f80268ae88ca559d,1630,2048,0,0,590,1758,590,1758,ok,0,0,0
train,69d79c2c0b56b3b3661edf4d7bfd60bd,1630,2048,0,437,427,1717,427,1280,ok,1,1,0
train,69daaec36755fed0da6474ca6bc691df,1630,2048,0,0,605,1628,605,1628,ok,0,0,0
train,6a6791777247d4f3bbbd7572af3162eb,1630,2048,0,92,473,1583,473,1491,ok,0,0,0
train,6a8f30e75d05f8a4765b7fa573b71923,1630,2048,1044,0,1630,1664,586,1664,ok,0,0,0
train,6ab2f8643bffd0c603fdb15f66f9ff3c,1630,2048,924,0,1630,1605,706,1605,ok,0,0,0
train,6b1222cd26195c04de415ec10a695eb0,1630,2048,0,243,517,1604,517,1361,ok,0,0,0
train,6b346f3ba243c3a6bd405dd160312526,1465,2048,1009,48,1465,1651,456,1603,ok,0,0,0
train,6b5574429c8b4695701f26fc41da4df8,1630,2048,962,0,1630,1440,668,1440,ok,0,0,0
train,6bd773092b4ec86af52476bc1734569e,1630,2048,0,0,513,1564,513,1564,ok,0,0,0
train,6be2ba6c6698e9813dcff3e3078761d6,1630,2048,1152,0,1630,1549,478,1549,ok,0,0,0
train,6c99a21ba3cb9bb9434f9d98dd42327c,1465,2048,0,0,556,2020,556,2020,ok,0,0,0
train,6c9c907b9753f739252e368691dbe29b,1609,2048,950,164,1609,1623,659,1459,ok,0,0,0
train,6c9c9dde0fac8f93b016a15dad1a5919,1630,2048,0,272,504,1605,504,1333,ok,0,0,0
train,6c9cb47d0270dae7c603c99080c6f17f,1630,2048,0,0,477,1482,477,1482,ok,0,0,0
train,6caa0cd509e3656be7e3c0c0cb3b7104,1465,2048,0,0,699,2048,699,2048,ok,1,1,0
train,6cbca4d4abae29e07e04c8a9dce77411,1630,2048,1055,390,1630,1684,575,1294,ok,0,0,0
train,6cd65ef22189053a705f3e917ed42144,1630,2048,964,0,1630,1563,666,1563,ok,0,0,0
train,6cf27c3dfa6cf2f0fbf877f3e8bec9b7,1630,2048,0,0,686,2048,686,2048,ok,0,0,0
train,6cf5502071c2a05d6acde51d7bb6fd7a,1630,2048,1044,305,1630,1691,586,1386,ok,0,0,0
train,6d03c10423e381aabf66e6f25a561ac3,1630,2048,989,225,1630,2048,641,1823,ok,0,0,0
train,6d04b0e2eecf3dcfd92ba285c28b5a72,1518,2048,1059,0,1518,1484,459,1484,ok,1,1,0
train,6d31d71f628fe19b9be1d7553939fc84,1630,2048,967,0,1630,1533,663,1533,ok,0,0,0
train,6d33109be809f7813b5e387387072fdb,1465,2048,798,0,1465,2048,667,2048,ok,0,0,0
train,6d39a2b164cb22765c1b993c8b05d038,1465,2048,0,0,642,1625,642,1625,ok,0,0,0
train,6d5af8fc9af34b49cb4e144c9b11d401,1465,2048,0,61,535,1625,535,1564,ok,0,0,0
train,6d90008f318d777c48972e3c72c83f9c,1630,2048,0,200,457,1438,457,1238,ok,0,0,0
train,6d9dc7a5dd8bdbe82eceb4424ca04cf5,1609,2048,0,246,568,1649,568,1403,ok,1,1,0
train,6dcb216a0585df8b7cbbda32572c72c7,1609,2048,1169,412,1609,1658,440,1246,ok,0,0,0
train,6e04882c8bf75eb22b55ac02e8242cd0,1465,2048,844,0,1465,1686,621,1686,ok,1,1,0
train,6e66c1b763178000c4742194dda4f8ad,1609,2048,0,0,676,2048,676,2048,ok,1,1,0
train,6e7fd0e35cfd0d6a6f78b60ed69cacff,1630,2048,0,462,605,1606,605,1144,ok,0,0,0
train,6e7ff5dab08ac8b887fe5ac4974ac5a7,1630,2048,0,0,643,1571,643,1571,ok,0,0,0
train,6eb9494ffecd8972c597c49749159aca,1630,2048,0,290,485,1723,485,1433,ok,0,0,0
train,6eda4151aea6cd1d1b75431733bcc2fb,1630,2048,1006,286,1630,1691,624,1405,ok,0,0,0
train,6f0c77d7149a680a0a8ea790b6acb4f8,1630,2048,0,290,535,1593,535,1303,ok,0,0,0
train,6f5fb90cdd2b85c40db91f18a18edc78,1465,2048,698,0,1465,2048,767,2048,ok,0,0,0
train,6f6a2508282c16452887f6ee07355368,1630,2048,957,44,1630,1453,673,1409,ok,0,0,0
train,6f6c283d16eef33b314e99fcedad3831,1465,2048,960,255,1465,1718,505,1463,ok,1,1,0
train,6f9e49fc60bf2191b109b84f136089ef,1630,2048,909,0,1630,1735,721,1735,ok,1,1,0
train,6ffb4582bf7434518000863d13bf8915,1630,2048,1141,145,1630,1425,489,1280,ok,1,1,0
train,7007ced529a36ac4b7639b8ab15f3ce0,1630,2048,1096,0,1630,1591,534,1591,ok,1,1,0
train,7041e1f08dc535782a076cc92cf8f8a4,1609,2048,0,332,418,1542,418,1210,ok,1,1,0
train,7106e773a592248be9617d781c4887b5,1609,2048,977,0,1609,1663,632,1663,ok,2,2,0
train,716141d4aefa3ac2bdfc97f9a74dbf01,1465,2048,0,0,957,1937,957,1937,ok,0,0,0
train,71a87f0aeb9ba3b6a4e2688e91ca4e91,1630,2048,1033,386,1630,1802,597,1416,ok,0,0,0
train,71e545fdb41229fd7f57ebadb47134fc,1609,2048,1010,264,1609,1743,599,1479,ok,1,1,0
train,720c0fdaecc17a82f95430d70fba629d,1630,2048,1000,0,1630,1602,630,1602,ok,0,0,0
train,726355704c0328a581f9182fee4d198f,1630,2048,1229,0,1630,1242,401,1242,ok,1,1,0
train,72711c5c352ad731d4f832d693af1e8d,1630,2048,0,401,461,1702,461,1301,ok,1,1,0
train,72b4816db55d3dd401e81e3f74b13bb0,1630,2048,1220,313,1630,1288,410,975,ok,0,0,0
train,7323314998471cde47c6fba70ae6d32c,1465,2048,606,0,1465,2048,859,2048,ok,1,1,0
train,736fd07aad0723f83078ce9c7656b077,1630,2048,0,330,478,2048,478,1718,ok,0,0,0
train,73780adfc36a5b11cd29afb387e01d3f,1630,2048,0,0,530,1702,530,1702,ok,0,0,0
train,7383cbe8290fe3623721f13673016137,1630,2048,0,0,529,2048,529,2048,ok,1,1,0
train,738dfe0c00dce44466a819e2ade7d0c6,1630,2048,0,332,626,2048,626,1716,ok,0,0,0
train,742fac8b19b5cda4498e4bf5bf843042,1609,2048,0,0,615,1467,615,1467,ok,0,0,0
train,746fbd94c207e7b8bc9117fd8cf7efcc,1630,2048,1150,0,1630,1321,480,1321,ok,0,0,0
train,7491ff2f02d52ab4cb9a73d0967a1cfa,1630,2048,0,0,1630,2048,1630,2048,fallback_small_contour,0,0,0
train,7544cdb93b56593403252ce11ec63493,1630,2048,0,0,512,2048,512,2048,ok,0,0,0
train,757c82a6a8d56f3f5d9308c967a0d6e2,1630,2048,926,0,1630,2048,704,2048,ok,1,1,0
train,758800aab197eb56a28eed6849250800,1609,2048,888,0,1609,1830,721,1830,ok,1,1,0
train,758f244ee63b11692fa627ce500852b9,1609,2048,0,0,742,1867,742,1867,ok,1,1,0
train,75900102a9b1649286fe526916e8ef0b,1630,2048,1170,315,1630,2048,460,1733,ok,0,0,0
train,75d12e7e16bf9cdb85a013709a8cba79,1465,2048,849,211,1465,1952,616,1741,ok,0,0,0
train,7608ec044f4025c5686414b85a1dc91b,1630,2048,0,0,392,1451,392,1451,ok,1,1,0
train,76535d460a21a41e1bda86f0d6742111,1465,2048,0,0,1065,2048,1065,2048,ok,0,0,0
train,76a00a3b38f9db17333f89eb66db5ea6,1630,2048,984,0,1630,1667,646,1667,ok,1,1,0
train,76ae547cf9fa33a7012a76e0588a4abe,1609,2048,1000,214,1609,1602,609,1388,ok,0,0,0
train,76b909c5601fe92762a1d85395a9c54b,1630,2048,982,0,1630,1835,648,1835,ok,5,5,0
train,77142107238688b26639378a64c31e11,1465,2048,0,0,992,2048,992,2048,ok,0,0,0
train,7728ea097a19f3a22a9fa0c5bb9815a1,1630,2048,1060,213,1630,1446,570,1233,ok,0,0,0
train,77de2a91247a72ca4953a63b4316f8d3,1630,2048,1040,189,1630,1678,590,1489,ok,0,0,0
train,77e6f906b7ca488ccfbc2e9322f9665d,1630,2048,1063,0,1630,1960,567,1960,ok,0,0,0
train,77f31b96295aff83e7a21df366da19b1,1630,2048,0,146,550,1775,550,1629,ok,1,1,0
train,77f6c807dcdbd4f5b9305219fa5d9779,1630,2048,0,0,546,1717,546,1717,ok,1,1,0
train,7814ef105bbc93199c8e2577a3205990,1630,2048,1008,304,1630,1647,622,1343,ok,1,1,0
train,78327bcd7d2f10401df5a3a42a13db42,1630,2048,0,0,509,1262,509,1262,ok,0,0,0
train,78aa799955d7637623851421106a73af,1630,2048,0,0,484,1710,484,1710,ok,0,0,0
train,78b8785fdef8396d3bdda73685378793,1630,2048,0,0,501,1462,501,1462,ok,0,0,0
train,792ab47acb4f894e9607a4ac17cbc140,1630,2048,1029,0,1630,2048,601,2048,ok,1,1,0
train,79929caccef83eaa6f23972d59982913,1630,2048,921,0,1630,1675,709,1675,ok,0,0,0
train,7993aaef890f3c61653749cf4a427175,1630,2048,1117,286,1630,1515,513,1229,ok,0,0,0
train,799928e36515df6f88b10ff7e3e3a945,1465,2048,0,83,596,1709,596,1626,ok,0,0,0
train,79d37e0be697cf6e3785ef31885e038e,1630,2048,1122,265,1630,1460,508,1195,ok,0,0,0
train,7a104d6589701c732ddf0c0a22ed68d2,1630,2048,0,312,600,1582,600,1270,ok,0,0,0
train,7a778a65e62035436a8d9b4708eba61a,1630,2048,0,309,744,1683,744,1374,ok,0,0,0
train,7a897efcb670c33df189932c91af9f28,1609,2048,0,151,499,1600,499,1449,ok,0,0,0
train,7a8fea89f9d0b9401301407d26fdda7b,1630,2048,0,180,561,1475,561,1295,ok,0,0,0
train,7aa7299eec8fdcb73669c6ed39874de1,1630,2048,1063,0,1630,1617,567,1617,ok,0,0,0
train,7abe75a9e5f07ccbefcfdc0a3ad033b5,1609,2048,0,0,509,1617,509,1617,ok,0,0,0
train,7b0a3507572604070257fe9a31b6fa10,1630,2048,0,0,753,1670,753,1670,ok,0,0,0
train,7b479ef394cc30a9e457b93b9855865d,1465,2048,0,0,686,1910,686,1910,ok,0,0,0
train,7b632a046d09c0e33c8e065cd65c6b71,1465,2048,0,113,543,2048,543,1935,ok,0,0,0
train,7b847b9777d65f9044c436f8cd498b27,1630,2048,0,0,535,1641,535,1641,ok,0,0,0
train,7b97be48fec7454a29de4ab52c86b6f3,1630,2048,0,149,739,1709,739,1560,ok,0,0,0
train,7bc46778dc81439321d6cb0c071d31b5,1465,2048,0,0,759,1779,759,1779,ok,0,0,0
train,7be2e5f9ade68ae2bfe4e5edb4968654,1465,2048,0,0,893,2005,893,2005,ok,4,4,0
train,7bf1fc95f64f19ef9a171a38e6642aa1,1630,2048,0,488,475,1683,475,1195,ok,2,2,0
train,7bf9158992e0ed19faa35b7c05e65a90,1630,2048,999,0,1630,2048,631,2048,ok,0,0,0
train,7c0aad3e72c7253321cb4986137f3f20,1630,2048,1157,0,1630,1642,473,1642,ok,1,1,0
train,7c161de2c7d20c891f1594d78711dd78,1465,2048,0,0,598,2048,598,2048,ok,0,0,0
train,7c4891b5d07df8817a24947c8ef613ce,1465,2048,513,0,1465,2048,952,2048,ok,1,1,0
train,7ca6843ddfdec2075280d869618dd930,1630,2048,936,0,1630,1669,694,1669,ok,0,0,0
train,7cbfcf34be7198528dde3e9d159df4a0,1630,2048,0,0,555,1813,555,1813,ok,1,1,0
train,7ce6d14b8b32e11881fc1ce635f205dd,1465,2048,699,0,1465,1886,766,1886,ok,1,1,0
train,7d642cca9647103a993d4b3f9e6be393,1630,2048,1253,235,1630,1482,377,1247,ok,1,1,0
train,7d7497ce827e51060fa9620e890328df,1630,2048,0,308,559,1781,559,1473,ok,0,0,0
train,7dbf6830cc06730cfe74cd58937f89a8,1465,2048,0,1,869,2048,869,2047,ok,0,0,0
train,7df66dbc9ba0a54fa8c810ac29404b08,1465,2048,670,178,1465,1998,795,1820,ok,0,0,0
train,7e279279174120a7bd49d2e142c0bac6,1630,2048,955,426,1630,1679,675,1253,ok,2,2,0
train,7e2cda8f991e2e14ab585427cbbfd25e,1465,2048,507,0,1465,2048,958,2048,ok,2,2,0
train,7e37ee2b545f00f8c54e7bcb60b0f515,1630,2048,0,0,529,1667,529,1667,ok,1,1,0
train,7e400f4e97e43f42949ca48473453985,1465,2048,827,8,1465,1787,638,1779,ok,0,0,0
train,7eaef20a37390493cc62d4e272a5748b,1609,2048,1090,0,1609,1348,519,1348,ok,0,0,0
train,7ec96b053148f3de39380b283357b3b8,1630,2048,896,0,1630,1632,734,1632,ok,0,0,0
train,7ece4f330d1b059a4d26d74d6e8db3ba,1465,2048,0,0,699,1910,699,1910,ok,1,1,0
train,7efb5f43f1f49963ce0d1a37dff3c912,1630,2048,906,0,1630,1931,724,1931,ok,0,0,0
train,7f3053fdb015b44b5680b12b780548b0,1465,2048,974,66,1465,1549,491,1483,ok,0,0,0
train,7f72afcf02256cfc9082b290044af395,1630,2048,0,0,1630,2048,1630,2048,fallback_small_contour,1,1,0
train,7fd757ca1303a6a62f157b83f1f0c929,1609,2048,1006,435,1609,1753,603,1318,ok,0,0,0
train,80516f8fb8d8013c769fb1c6a29d9f2b,1630,2048,1123,0,1630,2048,507,2048,ok,0,0,0
train,80889511576529f4709e469c6a2b517b,1630,2048,0,424,522,1694,522,1270,ok,0,0,0
train,80a19174eea887c90779fc040405258f,1609,2048,1056,520,1609,1724,553,1204,ok,1,1,0
train,80ff81c8618e00bc6834842e800a2230,1630,2048,943,0,1630,1660,687,1660,ok,1,1,0
train,810d2682b243d129465ce043403278e0,1465,2048,776,0,1465,1928,689,1928,ok,0,0,0
train,823c857f0165eea50b05b9c46e1780d8,1630,2048,0,0,582,2048,582,2048,ok,1,1,0
train,82447e23ecca920582902149e966b3b6,1465,2048,0,0,700,2048,700,2048,ok,1,1,0
train,826d32141b3895941d82cb6a89b5566b,1630,2048,0,0,534,1720,534,1720,ok,0,0,0
train,828015ded55dfe77fc84419908be0e7b,1465,2048,842,0,1465,1938,623,1938,ok,0,0,0
train,8294fb1bf4db22fa923e36f8b12997dd,1630,2048,1079,121,1630,1518,551,1397,ok,1,1,0
train,82b9ba4eeb582a29d2480aa5c705eac3,1465,2048,0,610,509,2048,509,1438,ok,0,0,0
train,82dac502e0908eecc98944889dda19a2,1630,2048,0,0,439,2048,439,2048,ok,0,0,0
train,8338207743a394ab8b56b5b920fc30b6,1630,2048,0,0,408,1697,408,1697,ok,2,2,0
train,83a13a1c15d6b45c2924a40f0c12f9b9,1630,2048,0,0,679,1658,679,1658,ok,0,0,0
train,83be060130997ca7b67b3979978a5d29,1465,2048,697,0,1465,1923,768,1923,ok,1,1,0
train,840426572cca74fad26fe42d63faf8ec,1465,2048,0,406,439,1759,439,1353,ok,0,0,0
train,841802bee1fc1a6b4bde97a754713da8,1630,2048,0,293,506,2048,506,1755,ok,1,1,0
train,841db0dbf8d431b9cff62901b5cc2edc,1518,2048,0,560,482,2048,482,1488,ok,0,0,0
train,845416d56a11f005fdf8a26925b5fc43,1609,2048,974,0,1609,1834,635,1834,ok,0,0,0
train,8471f1bc5a8414892ceeb09447ea39ab,1630,2048,940,0,1630,2048,690,2048,ok,0,0,0
train,84a662914bd6294e308b3a5611e91443,1630,2048,1161,250,1630,1576,469,1326,ok,1,1,0
train,84a7f2b8f826c185f5739fb6b78bf1c5,1609,2048,1070,337,1609,1734,539,1397,ok,0,0,0
train,84c6ab9782c5458b9ae025c402582374,1630,2048,0,0,505,2048,505,2048,ok,0,0,0
train,8504e56624c4db7a4be8f367136b94e3,1630,2048,1011,108,1630,1669,619,1561,ok,1,1,0
train,851af5bfe4d9b12c605998e1fe7355c3,1465,2048,583,0,1465,1912,882,1912,ok,1,1,0
train,852606405afae7cbd11c46598bc9b3ef,1609,2048,0,178,586,1715,586,1537,ok,1,1,0
train,855cb8cc8506fc3be0123848dbea94b0,1465,2048,0,0,880,2048,880,2048,ok,2,2,0
train,85658aa8f4a721f81d797f876b9c6458,1630,2048,0,241,607,1555,607,1314,ok,0,0,0
train,858b37b39d6f16e0990da3c8257641d2,1465,2048,594,0,1465,2048,871,2048,ok,0,0,0
train,858f7ad5f9d0eca80bc8fd0524b83c05,1630,2048,0,354,386,1703,386,1349,ok,0,0,0
train,85a60850d9746e9f739dd715b3b1b93e,1630,2048,0,0,604,2048,604,2048,ok,0,0,0
train,85b980b0ee480186d1aa66527ba20349,1630,2048,1136,0,1630,1536,494,1536,ok,1,1,0
train,85c13ee57c5b63fe1f5b93583435b714,1609,2048,1031,422,1609,2048,578,1626,ok,2,2,0
train,85c69e710bd3e18d5423fd49e9b1f3b6,1630,2048,0,0,559,1673,559,1673,ok,0,0,0
train,85eefc38fd89472c11a37adfd5f0d536,1630,2048,999,0,1630,1557,631,1557,ok,1,1,0
train,862e22b040bf23946e96da765f9871c1,1465,2048,791,0,1465,2048,674,2048,ok,1,1,0
train,863c718533eed4916a72822b5df20532,1630,2048,1119,260,1630,1508,511,1248,ok,0,0,0
train,866d5d39ad32790d53a9a3e1f8da3d7a,1489,2048,1008,0,1489,1469,481,1469,ok,0,0,0
train,86820c93d4980743e13f9cc42a4441ae,1465,2048,0,19,805,2048,805,2029,ok,0,0,0
train,8711975d84672754dbcc22e34717739d,1465,2048,788,0,1465,1879,677,1879,ok,0,0,0
train,871745dd796e5c6a6c9f2d658d9d9cd2,1465,2048,944,0,1465,1684,521,1684,ok,0,0,0
train,87b64e7256affb5e3a36ae12a7b1a3cf,1630,2048,1145,290,1630,1628,485,1338,ok,0,0,0
train,87cdfae79391aa860aa00523c1fd9699,1630,2048,0,313,614,1638,614,1325,ok,0,0,0
train,881e2ae329872642a7a47eb89cdce270,1630,2048,0,38,782,1497,782,1459,ok,0,0,0
train,8863c257b11ead410a292cae0f4a125a,1630,2048,0,459,506,1766,506,1307,ok,0,0,0
train,88807858647b9ec4c845d643b6328967,1630,2048,0,0,597,2001,597,2001,ok,0,0,0
train,88a256bdedeb46ff345beadaa134c3f3,1630,2048,0,0,663,1920,663,1920,ok,0,0,0
train,88cb5d78a7d337d3d8a9fee6f9a9c228,1630,2048,0,0,741,1788,741,1788,ok,0,0,0
train,89282061ae3678109c627cc8e7b72506,1630,2048,971,0,1630,2048,659,2048,ok,0,0,0
train,897144766e6bd145b358797f251d727e,1630,2048,0,0,613,2048,613,2048,ok,0,0,0
train,898dc7e38632721f8dbc7a6fd0731b79,1465,2048,1022,279,1465,1713,443,1434,ok,0,0,0
train,8992f69db04084cbb4b3b31f6735e4eb,1630,2048,0,305,464,1625,464,1320,ok,0,0,0
train,899c3f4bf001d535226c6f25cbbd8b3f,1630,2048,1014,0,1630,1628,616,1628,ok,0,0,0
train,8a07f62d2a4e37f9d78ce7d1d6cc7bef,1609,2048,0,0,695,2048,695,2048,ok,0,0,0
train,8a167b64411bec02f5fecbaa93fcb45f,1630,2048,0,0,622,2048,622,2048,ok,0,0,0
train,8aaea8ad26744fa23f786699ae38d66e,1630,2048,0,0,665,2048,665,2048,ok,7,7,0
train,8b0cfc0e0cbcd3b76c832565953f1505,1630,2048,0,0,637,2048,637,2048,ok,0,0,0
train,8b0d4450af1f507ce6ad1c69d8c39947,1630,2048,0,0,523,1616,523,1616,ok,0,0,0
train,8b8a5fc22981d783644c15594185f295,1630,2048,0,0,777,1424,777,1424,ok,0,0,0
train,8ba32da8776e32cb8a09453ade4575b8,1630,2048,1118,48,1630,1462,512,1414,ok,0,0,0
train,8bed1a8a7eba0dec98b31fcdf93c6670,1609,2048,824,100,1609,1739,785,1639,ok,0,0,0
train,8c799782afb5ab3a1a9cd5236dbddb98,1630,2048,0,177,585,1654,585,1477,ok,1,1,0
train,8c7cc77103973926071bd15b60280871,1630,2048,1103,0,1630,2047,527,2047,ok,0,0,0
train,8c88a2195de94f2ce1beab98828e3a71,1630,2048,1192,0,1630,1564,438,1564,ok,0,0,0
train,8c91dd4b7b90a82ea2f89627d2f67092,1609,2048,0,133,548,1483,548,1350,ok,1,1,0
train,8ca0d1b5937e87ebe91e09d4e45bcf73,1630,2048,1109,0,1630,2048,521,2048,ok,1,1,0
train,8cda4796679da67947d2ad959c78f654,1630,2048,1055,172,1630,1482,575,1310,ok,0,0,0
train,8ce22cd4d6868becbe875f74d83acd23,1630,2048,0,0,523,2021,523,2021,ok,1,1,0
train,8d1b963cc8a5d8688e289343ec36448b,1465,2048,815,0,1465,2048,650,2048,ok,1,1,0
train,8d6dec0c237eb57072f53a3a74018866,1630,2048,1112,0,1630,2048,518,2048,ok,0,0,0
train,8d6e8f7916d2e1192bcfcacd31bf1ccc,1465,2048,0,208,661,1859,661,1651,ok,0,0,0
